company_name,sector ,Rating,reviews,Average salary,Number of Interview,Benifited
HPCL-Mittal Energy Limited,Petrochemicals,4.3,(1.1k),4.7k,47,107
Hitachi Energy,Power,4.0,(1.1k),7.8k,129,66
Saipem,Engineering & Construction,4.2,(1.1k),3.4k,55,152
Gmmco,Industrial Machinery,4.1,(1.1k),2.9k,53,114
TKIL,Industrial Machinery,4.1,(1.1k),4.6k,77,97
CALIBEHR,IT Services & Consulting,3.9,(1.1k),2.7k,70,63
VMware Software,Software Product,4.4,(1.1k),8.8k,146,130
BDR Pharmaceuticals International,Pharma,4.2,(1.1k),2.1k,171,70
HPCL-Mittal Energy Limited,Petrochemicals,4.3,(1.1k),4.7k,47,107
Hitachi Energy,Power,4.0,(1.1k),7.8k,129,66
Saipem,Engineering & Construction,4.2,(1.1k),3.4k,55,152
Gmmco,Industrial Machinery,4.1,(1.1k),2.9k,53,114
TKIL,Industrial Machinery,4.1,(1.1k),4.6k,77,97
CALIBEHR,IT Services & Consulting,3.9,(1.1k),2.7k,70,63
VMware Software,Software Product,4.4,(1.1k),8.8k,146,130
Malabar Gold and Diamonds,Jewellery,4.0,(1.1k),2.9k,106,75
BDR Pharmaceuticals International,Pharma,4.2,(1.1k),2.1k,171,70
HPCL-Mittal Energy Limited,Petrochemicals,4.3,(1.1k),4.7k,47,107
Hitachi Energy,Power,4.0,(1.1k),7.8k,129,66
Saipem,Engineering & Construction,4.2,(1.1k),3.4k,55,152
Gmmco,Industrial Machinery,4.1,(1.1k),2.9k,53,114
TKIL,Industrial Machinery,4.1,(1.1k),4.6k,77,97
CALIBEHR,IT Services & Consulting,3.9,(1.1k),2.7k,70,63
VMware Software,Software Product,4.4,(1.1k),8.8k,146,130
Malabar Gold and Diamonds,Jewellery,4.0,(1.1k),2.9k,106,75
SLMG Beverages,Beverage,3.9,(1.1k),3.5k,72,38
BDR Pharmaceuticals International,Pharma,4.2,(1.1k),2.1k,171,70
HPCL-Mittal Energy Limited,Petrochemicals,4.3,(1.1k),4.7k,47,107
Hitachi Energy,Power,4.0,(1.1k),7.8k,129,66
Saipem,Engineering & Construction,4.2,(1.1k),3.4k,55,152
Gmmco,Industrial Machinery,4.1,(1.1k),2.9k,53,114
TKIL,Industrial Machinery,4.1,(1.1k),4.6k,77,97
CALIBEHR,IT Services & Consulting,3.9,(1.1k),2.7k,70,63
VMware Software,Software Product,4.4,(1.1k),8.8k,146,130
Malabar Gold and Diamonds,Jewellery,4.0,(1.1k),2.9k,106,75
SLMG Beverages,Beverage,3.9,(1.1k),3.5k,72,38
Pernod Ricard,Beverage,3.5,(1.1k),4.6k,63,112
BDR Pharmaceuticals International,Pharma,4.2,(1.1k),2.1k,171,70
HPCL-Mittal Energy Limited,Petrochemicals,4.3,(1.1k),4.7k,47,107
Hitachi Energy,Power,4.0,(1.1k),7.8k,129,66
Saipem,Engineering & Construction,4.2,(1.1k),3.4k,55,152
Gmmco,Industrial Machinery,4.1,(1.1k),2.9k,53,114
TKIL,Industrial Machinery,4.1,(1.1k),4.6k,77,97
CALIBEHR,IT Services & Consulting,3.9,(1.1k),2.7k,70,63
VMware Software,Software Product,4.4,(1.1k),8.8k,146,130
Malabar Gold and Diamonds,Jewellery,4.0,(1.1k),2.9k,106,75
SLMG Beverages,Beverage,3.9,(1.1k),3.5k,72,38
Pernod Ricard,Beverage,3.5,(1.1k),4.6k,63,112
Power Grid Corporation of India,Power,4.3,(1.1k),2.1k,80,79
BDR Pharmaceuticals International,Pharma,4.2,(1.1k),2.1k,171,70
HPCL-Mittal Energy Limited,Petrochemicals,4.3,(1.1k),4.7k,47,107
Hitachi Energy,Power,4.0,(1.1k),7.8k,129,66
Saipem,Engineering & Construction,4.2,(1.1k),3.4k,55,152
Gmmco,Industrial Machinery,4.1,(1.1k),2.9k,53,114
TKIL,Industrial Machinery,4.1,(1.1k),4.6k,77,97
CALIBEHR,IT Services & Consulting,3.9,(1.1k),2.7k,70,63
VMware Software,Software Product,4.4,(1.1k),8.8k,146,130
Malabar Gold and Diamonds,Jewellery,4.0,(1.1k),2.9k,106,75
SLMG Beverages,Beverage,3.9,(1.1k),3.5k,72,38
Pernod Ricard,Beverage,3.5,(1.1k),4.6k,63,112
Power Grid Corporation of India,Power,4.3,(1.1k),2.1k,80,79
Adani Ports and SEZ,Ports & Shipping,3.6,(1.1k),4k,77,124
BDR Pharmaceuticals International,Pharma,4.2,(1.1k),2.1k,171,70
HPCL-Mittal Energy Limited,Petrochemicals,4.3,(1.1k),4.7k,47,107
Hitachi Energy,Power,4.0,(1.1k),7.8k,129,66
Saipem,Engineering & Construction,4.2,(1.1k),3.4k,55,152
Gmmco,Industrial Machinery,4.1,(1.1k),2.9k,53,114
TKIL,Industrial Machinery,4.1,(1.1k),4.6k,77,97
CALIBEHR,IT Services & Consulting,3.9,(1.1k),2.7k,70,63
VMware Software,Software Product,4.4,(1.1k),8.8k,146,130
Malabar Gold and Diamonds,Jewellery,4.0,(1.1k),2.9k,106,75
SLMG Beverages,Beverage,3.9,(1.1k),3.5k,72,38
Pernod Ricard,Beverage,3.5,(1.1k),4.6k,63,112
Power Grid Corporation of India,Power,4.3,(1.1k),2.1k,80,79
Adani Ports and SEZ,Ports & Shipping,3.6,(1.1k),4k,77,124
GAIL,Oil & Gas,4.4,(1.1k),3.3k,82,90
BDR Pharmaceuticals International,Pharma,4.2,(1.1k),2.1k,171,70
HPCL-Mittal Energy Limited,Petrochemicals,4.3,(1.1k),4.7k,47,107
Hitachi Energy,Power,4.0,(1.1k),7.8k,129,66
Saipem,Engineering & Construction,4.2,(1.1k),3.4k,55,152
Gmmco,Industrial Machinery,4.1,(1.1k),2.9k,53,114
TKIL,Industrial Machinery,4.1,(1.1k),4.6k,77,97
CALIBEHR,IT Services & Consulting,3.9,(1.1k),2.7k,70,63
VMware Software,Software Product,4.4,(1.1k),8.8k,146,130
Malabar Gold and Diamonds,Jewellery,4.0,(1.1k),2.9k,106,75
SLMG Beverages,Beverage,3.9,(1.1k),3.5k,72,38
Pernod Ricard,Beverage,3.5,(1.1k),4.6k,63,112
Power Grid Corporation of India,Power,4.3,(1.1k),2.1k,80,79
Adani Ports and SEZ,Ports & Shipping,3.6,(1.1k),4k,77,124
GAIL,Oil & Gas,4.4,(1.1k),3.3k,82,90
Thermo Fisher Scientific,Biotechnology,3.8,(1.1k),6.9k,109,97
BDR Pharmaceuticals International,Pharma,4.2,(1.1k),2.1k,171,70
HPCL-Mittal Energy Limited,Petrochemicals,4.3,(1.1k),4.7k,47,107
Hitachi Energy,Power,4.0,(1.1k),7.8k,129,66
Saipem,Engineering & Construction,4.2,(1.1k),3.4k,55,152
Gmmco,Industrial Machinery,4.1,(1.1k),2.9k,53,114
TKIL,Industrial Machinery,4.1,(1.1k),4.6k,77,97
CALIBEHR,IT Services & Consulting,3.9,(1.1k),2.7k,70,63
VMware Software,Software Product,4.4,(1.1k),8.8k,146,130
Malabar Gold and Diamonds,Jewellery,4.0,(1.1k),2.9k,106,75
SLMG Beverages,Beverage,3.9,(1.1k),3.5k,72,38
Pernod Ricard,Beverage,3.5,(1.1k),4.6k,63,112
Power Grid Corporation of India,Power,4.3,(1.1k),2.1k,80,79
Adani Ports and SEZ,Ports & Shipping,3.6,(1.1k),4k,77,124
GAIL,Oil & Gas,4.4,(1.1k),3.3k,82,90
Thermo Fisher Scientific,Biotechnology,3.8,(1.1k),6.9k,109,97
Dana Anand,Auto Components,4.0,(1.1k),3k,57,131
BDR Pharmaceuticals International,Pharma,4.2,(1.1k),2.1k,171,70
HPCL-Mittal Energy Limited,Petrochemicals,4.3,(1.1k),4.7k,47,107
Hitachi Energy,Power,4.0,(1.1k),7.8k,129,66
Saipem,Engineering & Construction,4.2,(1.1k),3.4k,55,152
Gmmco,Industrial Machinery,4.1,(1.1k),2.9k,53,114
TKIL,Industrial Machinery,4.1,(1.1k),4.6k,77,97
CALIBEHR,IT Services & Consulting,3.9,(1.1k),2.7k,70,63
VMware Software,Software Product,4.4,(1.1k),8.8k,146,130
Malabar Gold and Diamonds,Jewellery,4.0,(1.1k),2.9k,106,75
SLMG Beverages,Beverage,3.9,(1.1k),3.5k,72,38
Pernod Ricard,Beverage,3.5,(1.1k),4.6k,63,112
Power Grid Corporation of India,Power,4.3,(1.1k),2.1k,80,79
Adani Ports and SEZ,Ports & Shipping,3.6,(1.1k),4k,77,124
GAIL,Oil & Gas,4.4,(1.1k),3.3k,82,90
Thermo Fisher Scientific,Biotechnology,3.8,(1.1k),6.9k,109,97
Dana Anand,Auto Components,4.0,(1.1k),3k,57,131
Crompton Greaves Consumer Electricals,Consumer Electronics & Appliances,3.7,(1.1k),4k,63,6
BDR Pharmaceuticals International,Pharma,4.2,(1.1k),2.1k,171,70
HPCL-Mittal Energy Limited,Petrochemicals,4.3,(1.1k),4.7k,47,107
Hitachi Energy,Power,4.0,(1.1k),7.8k,129,66
Saipem,Engineering & Construction,4.2,(1.1k),3.4k,55,152
Gmmco,Industrial Machinery,4.1,(1.1k),2.9k,53,114
TKIL,Industrial Machinery,4.1,(1.1k),4.6k,77,97
CALIBEHR,IT Services & Consulting,3.9,(1.1k),2.7k,70,63
VMware Software,Software Product,4.4,(1.1k),8.8k,146,130
Malabar Gold and Diamonds,Jewellery,4.0,(1.1k),2.9k,106,75
SLMG Beverages,Beverage,3.9,(1.1k),3.5k,72,38
Pernod Ricard,Beverage,3.5,(1.1k),4.6k,63,112
Power Grid Corporation of India,Power,4.3,(1.1k),2.1k,80,79
Adani Ports and SEZ,Ports & Shipping,3.6,(1.1k),4k,77,124
GAIL,Oil & Gas,4.4,(1.1k),3.3k,82,90
Thermo Fisher Scientific,Biotechnology,3.8,(1.1k),6.9k,109,97
Dana Anand,Auto Components,4.0,(1.1k),3k,57,131
Crompton Greaves Consumer Electricals,Consumer Electronics & Appliances,3.7,(1.1k),4k,63,6
Metropolis Healthcare,Healthcare,3.9,(1.1k),3.7k,70,77
BDR Pharmaceuticals International,Pharma,4.2,(1.1k),2.1k,171,70
HPCL-Mittal Energy Limited,Petrochemicals,4.3,(1.1k),4.7k,47,107
Hitachi Energy,Power,4.0,(1.1k),7.8k,129,66
Saipem,Engineering & Construction,4.2,(1.1k),3.4k,55,152
Gmmco,Industrial Machinery,4.1,(1.1k),2.9k,53,114
TKIL,Industrial Machinery,4.1,(1.1k),4.6k,77,97
CALIBEHR,IT Services & Consulting,3.9,(1.1k),2.7k,70,63
VMware Software,Software Product,4.4,(1.1k),8.8k,146,130
Malabar Gold and Diamonds,Jewellery,4.0,(1.1k),2.9k,106,75
SLMG Beverages,Beverage,3.9,(1.1k),3.5k,72,38
Pernod Ricard,Beverage,3.5,(1.1k),4.6k,63,112
Power Grid Corporation of India,Power,4.3,(1.1k),2.1k,80,79
Adani Ports and SEZ,Ports & Shipping,3.6,(1.1k),4k,77,124
GAIL,Oil & Gas,4.4,(1.1k),3.3k,82,90
Thermo Fisher Scientific,Biotechnology,3.8,(1.1k),6.9k,109,97
Dana Anand,Auto Components,4.0,(1.1k),3k,57,131
Crompton Greaves Consumer Electricals,Consumer Electronics & Appliances,3.7,(1.1k),4k,63,6
Metropolis Healthcare,Healthcare,3.9,(1.1k),3.7k,70,77
Thomas Cook,Travel & Tourism,4.1,(1.1k),3.7k,105,115
BDR Pharmaceuticals International,Pharma,4.2,(1.1k),2.1k,171,70
HPCL-Mittal Energy Limited,Petrochemicals,4.3,(1.1k),4.7k,47,107
Hitachi Energy,Power,4.0,(1.1k),7.8k,129,66
Saipem,Engineering & Construction,4.2,(1.1k),3.4k,55,152
Gmmco,Industrial Machinery,4.1,(1.1k),2.9k,53,114
TKIL,Industrial Machinery,4.1,(1.1k),4.6k,77,97
CALIBEHR,IT Services & Consulting,3.9,(1.1k),2.7k,70,63
VMware Software,Software Product,4.4,(1.1k),8.8k,146,130
Malabar Gold and Diamonds,Jewellery,4.0,(1.1k),2.9k,106,75
SLMG Beverages,Beverage,3.9,(1.1k),3.5k,72,38
Pernod Ricard,Beverage,3.5,(1.1k),4.6k,63,112
Power Grid Corporation of India,Power,4.3,(1.1k),2.1k,80,79
Adani Ports and SEZ,Ports & Shipping,3.6,(1.1k),4k,77,124
GAIL,Oil & Gas,4.4,(1.1k),3.3k,82,90
Thermo Fisher Scientific,Biotechnology,3.8,(1.1k),6.9k,109,97
Dana Anand,Auto Components,4.0,(1.1k),3k,57,131
Crompton Greaves Consumer Electricals,Consumer Electronics & Appliances,3.7,(1.1k),4k,63,6
Metropolis Healthcare,Healthcare,3.9,(1.1k),3.7k,70,77
Thomas Cook,Travel & Tourism,4.1,(1.1k),3.7k,105,115
QX Global Group,BPO,3.0,(1.1k),4.7k,178,46
Northcorp Software,IT Services & Consulting,4.8,(1.1k),229,865,54
Northcorp Software,IT Services & Consulting,4.8,(1.1k),229,865,54
Shyam Steel Group,Iron & Steel,3.5,(1.1k),3.8k,86,53
Northcorp Software,IT Services & Consulting,4.8,(1.1k),229,865,54
Shyam Steel Group,Iron & Steel,3.5,(1.1k),3.8k,86,53
Aspire Systems,IT Services & Consulting,3.8,(1.1k),9.9k,131,87
Northcorp Software,IT Services & Consulting,4.8,(1.1k),229,865,54
Shyam Steel Group,Iron & Steel,3.5,(1.1k),3.8k,86,53
Aspire Systems,IT Services & Consulting,3.8,(1.1k),9.9k,131,87
Vayona Energy,Power,4.0,(1.1k),4.8k,60,104
Northcorp Software,IT Services & Consulting,4.8,(1.1k),229,865,54
Shyam Steel Group,Iron & Steel,3.5,(1.1k),3.8k,86,53
Aspire Systems,IT Services & Consulting,3.8,(1.1k),9.9k,131,87
Vayona Energy,Power,4.0,(1.1k),4.8k,60,104
Writer Information Management Services,BPO,3.2,(1.1k),3.6k,55,54
Northcorp Software,IT Services & Consulting,4.8,(1.1k),229,865,54
Shyam Steel Group,Iron & Steel,3.5,(1.1k),3.8k,86,53
Aspire Systems,IT Services & Consulting,3.8,(1.1k),9.9k,131,87
Vayona Energy,Power,4.0,(1.1k),4.8k,60,104
Writer Information Management Services,BPO,3.2,(1.1k),3.6k,55,54
Fractal Analytics,Analytics & KPO,4.0,(1.1k),11.8k,233,115
Northcorp Software,IT Services & Consulting,4.8,(1.1k),229,865,54
Shyam Steel Group,Iron & Steel,3.5,(1.1k),3.8k,86,53
Aspire Systems,IT Services & Consulting,3.8,(1.1k),9.9k,131,87
Vayona Energy,Power,4.0,(1.1k),4.8k,60,104
Writer Information Management Services,BPO,3.2,(1.1k),3.6k,55,54
Fractal Analytics,Analytics & KPO,4.0,(1.1k),11.8k,233,115
Greenko Group,Power,3.9,(1.1k),3.8k,74,100
Northcorp Software,IT Services & Consulting,4.8,(1.1k),229,865,54
Shyam Steel Group,Iron & Steel,3.5,(1.1k),3.8k,86,53
Aspire Systems,IT Services & Consulting,3.8,(1.1k),9.9k,131,87
Vayona Energy,Power,4.0,(1.1k),4.8k,60,104
Writer Information Management Services,BPO,3.2,(1.1k),3.6k,55,54
Fractal Analytics,Analytics & KPO,4.0,(1.1k),11.8k,233,115
Greenko Group,Power,3.9,(1.1k),3.8k,74,100
Hindustan Zinc,Metals & Mining,3.7,(1.1k),4.4k,58,106
Northcorp Software,IT Services & Consulting,4.8,(1.1k),229,865,54
Shyam Steel Group,Iron & Steel,3.5,(1.1k),3.8k,86,53
Aspire Systems,IT Services & Consulting,3.8,(1.1k),9.9k,131,87
Vayona Energy,Power,4.0,(1.1k),4.8k,60,104
Writer Information Management Services,BPO,3.2,(1.1k),3.6k,55,54
Fractal Analytics,Analytics & KPO,4.0,(1.1k),11.8k,233,115
Greenko Group,Power,3.9,(1.1k),3.8k,74,100
Hindustan Zinc,Metals & Mining,3.7,(1.1k),4.4k,58,106
Xyz Company,Financial Services,3.8,(1.1k),48.8k,546,63
Northcorp Software,IT Services & Consulting,4.8,(1.1k),229,865,54
Shyam Steel Group,Iron & Steel,3.5,(1.1k),3.8k,86,53
Aspire Systems,IT Services & Consulting,3.8,(1.1k),9.9k,131,87
Vayona Energy,Power,4.0,(1.1k),4.8k,60,104
Writer Information Management Services,BPO,3.2,(1.1k),3.6k,55,54
Fractal Analytics,Analytics & KPO,4.0,(1.1k),11.8k,233,115
Greenko Group,Power,3.9,(1.1k),3.8k,74,100
Hindustan Zinc,Metals & Mining,3.7,(1.1k),4.4k,58,106
Xyz Company,Financial Services,3.8,(1.1k),48.8k,546,63
Netcracker Technology,IT Services & Consulting,2.9,(1.1k),9.3k,145,88
Northcorp Software,IT Services & Consulting,4.8,(1.1k),229,865,54
Shyam Steel Group,Iron & Steel,3.5,(1.1k),3.8k,86,53
Aspire Systems,IT Services & Consulting,3.8,(1.1k),9.9k,131,87
Vayona Energy,Power,4.0,(1.1k),4.8k,60,104
Writer Information Management Services,BPO,3.2,(1.1k),3.6k,55,54
Fractal Analytics,Analytics & KPO,4.0,(1.1k),11.8k,233,115
Greenko Group,Power,3.9,(1.1k),3.8k,74,100
Hindustan Zinc,Metals & Mining,3.7,(1.1k),4.4k,58,106
Xyz Company,Financial Services,3.8,(1.1k),48.8k,546,63
Netcracker Technology,IT Services & Consulting,2.9,(1.1k),9.3k,145,88
Bajaj Capital Insurance Broking Limited,Insurance,4.3,(1.1k),1.3k,230,42
Northcorp Software,IT Services & Consulting,4.8,(1.1k),229,865,54
Shyam Steel Group,Iron & Steel,3.5,(1.1k),3.8k,86,53
Aspire Systems,IT Services & Consulting,3.8,(1.1k),9.9k,131,87
Vayona Energy,Power,4.0,(1.1k),4.8k,60,104
Writer Information Management Services,BPO,3.2,(1.1k),3.6k,55,54
Fractal Analytics,Analytics & KPO,4.0,(1.1k),11.8k,233,115
Greenko Group,Power,3.9,(1.1k),3.8k,74,100
Hindustan Zinc,Metals & Mining,3.7,(1.1k),4.4k,58,106
Xyz Company,Financial Services,3.8,(1.1k),48.8k,546,63
Netcracker Technology,IT Services & Consulting,2.9,(1.1k),9.3k,145,88
Bajaj Capital Insurance Broking Limited,Insurance,4.3,(1.1k),1.3k,230,42
Gharda Chemicals Limited,Agro Chemicals,3.9,(1.1k),4.8k,84,106
Northcorp Software,IT Services & Consulting,4.8,(1.1k),229,865,54
Shyam Steel Group,Iron & Steel,3.5,(1.1k),3.8k,86,53
Aspire Systems,IT Services & Consulting,3.8,(1.1k),9.9k,131,87
Vayona Energy,Power,4.0,(1.1k),4.8k,60,104
Writer Information Management Services,BPO,3.2,(1.1k),3.6k,55,54
Fractal Analytics,Analytics & KPO,4.0,(1.1k),11.8k,233,115
Greenko Group,Power,3.9,(1.1k),3.8k,74,100
Hindustan Zinc,Metals & Mining,3.7,(1.1k),4.4k,58,106
Xyz Company,Financial Services,3.8,(1.1k),48.8k,546,63
Netcracker Technology,IT Services & Consulting,2.9,(1.1k),9.3k,145,88
Bajaj Capital Insurance Broking Limited,Insurance,4.3,(1.1k),1.3k,230,42
Gharda Chemicals Limited,Agro Chemicals,3.9,(1.1k),4.8k,84,106
Wheels,Auto Components,3.9,(1.1k),5.2k,73,73
Northcorp Software,IT Services & Consulting,4.8,(1.1k),229,865,54
Shyam Steel Group,Iron & Steel,3.5,(1.1k),3.8k,86,53
Aspire Systems,IT Services & Consulting,3.8,(1.1k),9.9k,131,87
Vayona Energy,Power,4.0,(1.1k),4.8k,60,104
Writer Information Management Services,BPO,3.2,(1.1k),3.6k,55,54
Fractal Analytics,Analytics & KPO,4.0,(1.1k),11.8k,233,115
Greenko Group,Power,3.9,(1.1k),3.8k,74,100
Hindustan Zinc,Metals & Mining,3.7,(1.1k),4.4k,58,106
Xyz Company,Financial Services,3.8,(1.1k),48.8k,546,63
Netcracker Technology,IT Services & Consulting,2.9,(1.1k),9.3k,145,88
Bajaj Capital Insurance Broking Limited,Insurance,4.3,(1.1k),1.3k,230,42
Gharda Chemicals Limited,Agro Chemicals,3.9,(1.1k),4.8k,84,106
Wheels,Auto Components,3.9,(1.1k),5.2k,73,73
Zf Rane Automotive,Auto Components,3.9,(1.1k),3.9k,66,136
Northcorp Software,IT Services & Consulting,4.8,(1.1k),229,865,54
Shyam Steel Group,Iron & Steel,3.5,(1.1k),3.8k,86,53
Aspire Systems,IT Services & Consulting,3.8,(1.1k),9.9k,131,87
Vayona Energy,Power,4.0,(1.1k),4.8k,60,104
Writer Information Management Services,BPO,3.2,(1.1k),3.6k,55,54
Fractal Analytics,Analytics & KPO,4.0,(1.1k),11.8k,233,115
Greenko Group,Power,3.9,(1.1k),3.8k,74,100
Hindustan Zinc,Metals & Mining,3.7,(1.1k),4.4k,58,106
Xyz Company,Financial Services,3.8,(1.1k),48.8k,546,63
Netcracker Technology,IT Services & Consulting,2.9,(1.1k),9.3k,145,88
Bajaj Capital Insurance Broking Limited,Insurance,4.3,(1.1k),1.3k,230,42
Gharda Chemicals Limited,Agro Chemicals,3.9,(1.1k),4.8k,84,106
Wheels,Auto Components,3.9,(1.1k),5.2k,73,73
Zf Rane Automotive,Auto Components,3.9,(1.1k),3.9k,66,136
Vertiv,Electronics Manufacturing,3.8,(1.1k),4.8k,62,7
Northcorp Software,IT Services & Consulting,4.8,(1.1k),229,865,54
Shyam Steel Group,Iron & Steel,3.5,(1.1k),3.8k,86,53
Aspire Systems,IT Services & Consulting,3.8,(1.1k),9.9k,131,87
Vayona Energy,Power,4.0,(1.1k),4.8k,60,104
Writer Information Management Services,BPO,3.2,(1.1k),3.6k,55,54
Fractal Analytics,Analytics & KPO,4.0,(1.1k),11.8k,233,115
Greenko Group,Power,3.9,(1.1k),3.8k,74,100
Hindustan Zinc,Metals & Mining,3.7,(1.1k),4.4k,58,106
Xyz Company,Financial Services,3.8,(1.1k),48.8k,546,63
Netcracker Technology,IT Services & Consulting,2.9,(1.1k),9.3k,145,88
Bajaj Capital Insurance Broking Limited,Insurance,4.3,(1.1k),1.3k,230,42
Gharda Chemicals Limited,Agro Chemicals,3.9,(1.1k),4.8k,84,106
Wheels,Auto Components,3.9,(1.1k),5.2k,73,73
Zf Rane Automotive,Auto Components,3.9,(1.1k),3.9k,66,136
Vertiv,Electronics Manufacturing,3.8,(1.1k),4.8k,62,7
Jet Airways,Aviation,4.6,(1.1k),1.8k,26,180
Northcorp Software,IT Services & Consulting,4.8,(1.1k),229,865,54
Shyam Steel Group,Iron & Steel,3.5,(1.1k),3.8k,86,53
Aspire Systems,IT Services & Consulting,3.8,(1.1k),9.9k,131,87
Vayona Energy,Power,4.0,(1.1k),4.8k,60,104
Writer Information Management Services,BPO,3.2,(1.1k),3.6k,55,54
Fractal Analytics,Analytics & KPO,4.0,(1.1k),11.8k,233,115
Greenko Group,Power,3.9,(1.1k),3.8k,74,100
Hindustan Zinc,Metals & Mining,3.7,(1.1k),4.4k,58,106
Xyz Company,Financial Services,3.8,(1.1k),48.8k,546,63
Netcracker Technology,IT Services & Consulting,2.9,(1.1k),9.3k,145,88
Bajaj Capital Insurance Broking Limited,Insurance,4.3,(1.1k),1.3k,230,42
Gharda Chemicals Limited,Agro Chemicals,3.9,(1.1k),4.8k,84,106
Wheels,Auto Components,3.9,(1.1k),5.2k,73,73
Zf Rane Automotive,Auto Components,3.9,(1.1k),3.9k,66,136
Vertiv,Electronics Manufacturing,3.8,(1.1k),4.8k,62,7
Jet Airways,Aviation,4.6,(1.1k),1.8k,26,180
IB Group,Food Processing,3.7,(1.1k),3.4k,84,53
Northcorp Software,IT Services & Consulting,4.8,(1.1k),229,865,54
Shyam Steel Group,Iron & Steel,3.5,(1.1k),3.8k,86,53
Aspire Systems,IT Services & Consulting,3.8,(1.1k),9.9k,131,87
Vayona Energy,Power,4.0,(1.1k),4.8k,60,104
Writer Information Management Services,BPO,3.2,(1.1k),3.6k,55,54
Fractal Analytics,Analytics & KPO,4.0,(1.1k),11.8k,233,115
Greenko Group,Power,3.9,(1.1k),3.8k,74,100
Hindustan Zinc,Metals & Mining,3.7,(1.1k),4.4k,58,106
Xyz Company,Financial Services,3.8,(1.1k),48.8k,546,63
Netcracker Technology,IT Services & Consulting,2.9,(1.1k),9.3k,145,88
Bajaj Capital Insurance Broking Limited,Insurance,4.3,(1.1k),1.3k,230,42
Gharda Chemicals Limited,Agro Chemicals,3.9,(1.1k),4.8k,84,106
Wheels,Auto Components,3.9,(1.1k),5.2k,73,73
Zf Rane Automotive,Auto Components,3.9,(1.1k),3.9k,66,136
Vertiv,Electronics Manufacturing,3.8,(1.1k),4.8k,62,7
Jet Airways,Aviation,4.6,(1.1k),1.8k,26,180
IB Group,Food Processing,3.7,(1.1k),3.4k,84,53
Nexa,Automobile,3.9,(1.1k),2.3k,41,103
Northcorp Software,IT Services & Consulting,4.8,(1.1k),229,865,54
Shyam Steel Group,Iron & Steel,3.5,(1.1k),3.8k,86,53
Aspire Systems,IT Services & Consulting,3.8,(1.1k),9.9k,131,87
Vayona Energy,Power,4.0,(1.1k),4.8k,60,104
Writer Information Management Services,BPO,3.2,(1.1k),3.6k,55,54
Fractal Analytics,Analytics & KPO,4.0,(1.1k),11.8k,233,115
Greenko Group,Power,3.9,(1.1k),3.8k,74,100
Hindustan Zinc,Metals & Mining,3.7,(1.1k),4.4k,58,106
Xyz Company,Financial Services,3.8,(1.1k),48.8k,546,63
Netcracker Technology,IT Services & Consulting,2.9,(1.1k),9.3k,145,88
Bajaj Capital Insurance Broking Limited,Insurance,4.3,(1.1k),1.3k,230,42
Gharda Chemicals Limited,Agro Chemicals,3.9,(1.1k),4.8k,84,106
Wheels,Auto Components,3.9,(1.1k),5.2k,73,73
Zf Rane Automotive,Auto Components,3.9,(1.1k),3.9k,66,136
Vertiv,Electronics Manufacturing,3.8,(1.1k),4.8k,62,7
Jet Airways,Aviation,4.6,(1.1k),1.8k,26,180
IB Group,Food Processing,3.7,(1.1k),3.4k,84,53
Nexa,Automobile,3.9,(1.1k),2.3k,41,103
GVPR Engineers,Engineering & Construction,3.8,(1.1k),3.1k,78,147
Northcorp Software,IT Services & Consulting,4.8,(1.1k),229,865,54
Shyam Steel Group,Iron & Steel,3.5,(1.1k),3.8k,86,53
Aspire Systems,IT Services & Consulting,3.8,(1.1k),9.9k,131,87
Vayona Energy,Power,4.0,(1.1k),4.8k,60,104
Writer Information Management Services,BPO,3.2,(1.1k),3.6k,55,54
Fractal Analytics,Analytics & KPO,4.0,(1.1k),11.8k,233,115
Greenko Group,Power,3.9,(1.1k),3.8k,74,100
Hindustan Zinc,Metals & Mining,3.7,(1.1k),4.4k,58,106
Xyz Company,Financial Services,3.8,(1.1k),48.8k,546,63
Netcracker Technology,IT Services & Consulting,2.9,(1.1k),9.3k,145,88
Bajaj Capital Insurance Broking Limited,Insurance,4.3,(1.1k),1.3k,230,42
Gharda Chemicals Limited,Agro Chemicals,3.9,(1.1k),4.8k,84,106
Wheels,Auto Components,3.9,(1.1k),5.2k,73,73
Zf Rane Automotive,Auto Components,3.9,(1.1k),3.9k,66,136
Vertiv,Electronics Manufacturing,3.8,(1.1k),4.8k,62,7
Jet Airways,Aviation,4.6,(1.1k),1.8k,26,180
IB Group,Food Processing,3.7,(1.1k),3.4k,84,53
Nexa,Automobile,3.9,(1.1k),2.3k,41,103
GVPR Engineers,Engineering & Construction,3.8,(1.1k),3.1k,78,147
Bharat Sanchar Nigam,Telecom,3.8,(1.1k),2.5k,50,101
Atlas Copco,Industrial Machinery,4.1,(1.1k),5.6k,102,94
Atlas Copco,Industrial Machinery,4.1,(1.1k),5.6k,102,94
Otis Elevator,Industrial Machinery,4.1,(1.1k),4.2k,65,87
Atlas Copco,Industrial Machinery,4.1,(1.1k),5.6k,102,94
Otis Elevator,Industrial Machinery,4.1,(1.1k),4.2k,65,87
ValueMomentum,IT Services & Consulting,3.2,(1.1k),9k,100,61
Atlas Copco,Industrial Machinery,4.1,(1.1k),5.6k,102,94
